report_number,accident_year,accident_date,operator_id,operator_name,pipeline_location,pipeline_type,liquid_type,accident_city,accident_county,accident_state,accident_latitude,accident_longitude,cause_category,unintentional_release,intentional_release,liquid_recover,net_loss,liquid_ignition,liquid_explosion,pipeline_shutdown,public_evacuations,all_injuries,all_fatalities,property_damage_costs,lost_commodity_costs,public_private_property_damage_costs,emergency_response_costs,environmental_remediation_costs,other_costs,all_costs,close_time
20140033,2014,2014-01-16T01:00:00Z,26065,NATIONAL COOP REFINERY ASSCO,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MCPHERSON,MCPHERSON,KS,38.344339,-97.674046,MATERIAL/WELD/EQUIP FAILURE,0.24,0,0,0.24,NO,NO,NO,NA,0,0,0,50,0,0,0,0,50,0
20140046,2014,2014-01-17T08:00:00Z,26065,NATIONAL COOP REFINERY ASSCO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MCPHERSON,MCPHERSON,KS,38.341141,-97.669735,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0,0.24,NO,NO,NO,0,0,0,0,50,0,0,150,0,200,0
20140049,2014,2014-01-17T09:30:00Z,26041,"KINDER MORGAN LIQUID TERMINALS, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",PERTH AMBOY,MIDDLESEX,NJ,40.52243,-74.25384,MATERIAL/WELD/EQUIP FAILURE,0.12,NA,0.12,0,NO,NO,NO,NA,0,0,1500,60,0,0,0,0,1560,0
20140057,2014,2014-01-17T10:48:00Z,32551,"BKEP PIPELINE, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,RURAL,CREEK,OK,35.8377778,-96.5122222,ALL OTHER CAUSES,25,NA,25,0,NO,NO,YES,0,0,0,2050,0,5000,17000,6500,0,30550,1287
20140055,2014,2014-01-17T11:00:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,UNDERGROUND,CRUDE OIL,BOWIE,MONTAGUE,TX,33.56399,-97.87105,CORROSION,60,NA,60,0,NO,NO,YES,0,0,0,2500,4000,0,0,60000,0,66500,420
20140053,2014,2014-01-18T10:31:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,DEER RIVER,ITASCA,MN,47.32556,-93.76389,INCORRECT OPERATION,3,NA,3,0,NO,NO,NO,0,0,0,10040,0,0,3188,0,0,13228,0
20140035,2014,2014-01-20T09:00:00Z,32109,"ONEOK NGL PIPELINE, LLC",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MILTONVALE,CLOUD,KS,39.36293,-97.47972,MATERIAL/WELD/EQUIP FAILURE,2.5,NA,0,2.5,NO,NO,NA,0,0,0,100,300,0,0,30000,0,30400,0
20140058,2014,2014-01-20T14:23:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,ODESSA,ECTOR,TX,32.89621,-102.56563622,MATERIAL/WELD/EQUIP FAILURE,0.5,NA,0.5,0,NO,NO,YES,0,0,0,200,50,0,1500,0,0,1750,97
20140040,2014,2014-01-21T11:19:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",CONWAY SPRINGS,SUMNER,KS,37.357891,-97.757054,MATERIAL/WELD/EQUIP FAILURE,0.36,0,0,0.36,NO,NO,NA,NA,0,0,0,20,0,0,0,150,170,0
20140060,2014,2014-01-22T16:40:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GARY,PANOLA,TX,32.04704,-94.10641,CORROSION,400,NA,267,133,NO,NO,YES,0,0,0,86611,14356,5000,50000,222401,0,378368,3500
20140062,2014,2014-01-24T12:50:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",ODESSA,ECTOR,TX,31.81845,-102.33304,NATURAL FORCE DAMAGE,0.5,NA,0.5,0,NO,NO,YES,0,0,0,2000,60,0,12000,0,0,14060,210
20140052,2014,2014-01-24T15:00:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,JONES CREEK,BRAZORIA,TX,28.949448,-95.430748,MATERIAL/WELD/EQUIP FAILURE,0.25,NA,0.25,0,NO,NO,YES,0,0,0,100,1000,0,0,5400,0,6500,120
20140047,2014,2014-01-25T11:00:00Z,26065,NATIONAL COOP REFINERY ASSCO,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MCPHERSON,MCPHERSON,KS,38.344339,-97.674046,MATERIAL/WELD/EQUIP FAILURE,0.24,0,0,0.24,NO,NO,NO,NA,0,0,0,50,0,0,0,0,50,0
20140063,2014,2014-01-26T11:00:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",FROST,NAVARRO,TX,32.06417,96.86614,MATERIAL/WELD/EQUIP FAILURE,2,NA,2,0,NO,NO,NO,0,0,0,25,210,0,7000,0,0,7235,0
20140065,2014,2014-01-27T07:00:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,DEVOL,COTTON,OK,34.206615,-98.58121,MATERIAL/WELD/EQUIP FAILURE,2,NA,2,0,NO,NO,NO,0,0,0,2100,200,0,0,8000,0,10300,0
20140061,2014,2014-01-27T09:50:00Z,2371,"WESTERN REFINING SOUTHWEST, INC",ONSHORE,ABOVEGROUND,CRUDE OIL,BISTI,SAN JUAN,NM,36.48798,-108.1301,MATERIAL/WELD/EQUIP FAILURE,1,NA,0.5,0.5,NO,NO,NO,0,0,0,0,50,0,0,1500,0,1550,0
20140070,2014,2014-01-28T09:15:00Z,22430,WEST SHORE PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EAST CHICAGO,LAKE,IN,41.626855,-87.443384,MATERIAL/WELD/EQUIP FAILURE,1,NA,0.88,0.12,NO,NO,YES,0,0,0,7026,0,0,12000,0,0,19026,533
20140067,2014,2014-01-28T11:45:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",YORKTOWN,YORK,VA,37.205338,-76.461278,MATERIAL/WELD/EQUIP FAILURE,20,NA,16.69,3.31,NO,NO,NO,NA,0,0,25,3360,0,150000,0,0,153385,0
20140066,2014,2014-01-29T07:25:00Z,2731,CHEVRON PIPE LINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,BURAS,NA,LA,29.374592,-89.552288,MATERIAL/WELD/EQUIP FAILURE,0.12,NA,0.12,0,NO,NO,NA,NA,0,0,0,15,0,0,30000,0,30015,0
20140071,2014,2014-01-30T13:56:00Z,31888,CENTURION PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,SNYDER,SCURRY,TX,32.76118,-100.94666,EXCAVATION DAMAGE,475,NA,450,25,NO,NO,NO,0,0,0,2000,2500,0,11400,94100,0,110000,0
20140064,2014,2014-02-01T12:45:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EMMAUS,LEHIGH,PA,40.519254,-75.530339,MATERIAL/WELD/EQUIP FAILURE,12,NA,12,0,NO,NO,NO,0,0,0,5000,1469,0,0,19250,0,25719,0
20140073,2014,2014-02-02T19:30:00Z,32109,"ONEOK NGL PIPELINE, LLC",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ROLLING HILLS,CONVERSE,WY,43.114444,-105.8525,MATERIAL/WELD/EQUIP FAILURE,1,1689,0,1,NO,NO,YES,0,0,0,20000,78568,0,100,0,0,98668,7050
20140075,2014,2014-02-03T13:15:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,DENVER CITY,YOAKUM,TX,32.9942,-102.79009,MATERIAL/WELD/EQUIP FAILURE,0.48,NA,0.48,0,NO,NO,NO,NA,0,0,0,50,0,1250,975,0,2275,0
20140076,2014,2014-02-04T15:30:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HAMMOND,LAKE,IN,41.612919,-87.468926,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0.24,0,NO,NO,NO,0,0,0,6233,0,0,3870,0,0,10103,0
20140068,2014,2014-02-05T07:00:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CLINTON,EAST FELICIANA,LA,30.90931,-90.87143,MATERIAL/WELD/EQUIP FAILURE,1.1,NA,1,0.1,NO,NO,NA,NA,0,0,200,120,0,29000,0,0,29320,0
20140059,2014,2014-02-05T17:00:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LINDEN,UNION,NJ,40.609319,-74.239141,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0.24,0,NO,NO,YES,0,0,0,200,0,0,2880,0,0,3080,37
20140072,2014,2014-02-06T18:20:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,GRIFFITH,LAKE,IN,41.51487,-87.4512,MATERIAL/WELD/EQUIP FAILURE,5,NA,5,0,NO,NO,YES,0,0,0,1000,500,0,100000,0,0,101500,622
20140079,2014,2014-02-07T07:35:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NEWTON,NEWTON,TX,30.75774,-93.7767,MATERIAL/WELD/EQUIP FAILURE,0.02,NA,0.02,0,NO,NO,YES,0,0,0,86000,1,0,25900,0,93485,205386,2220
20140083,2014,2014-02-07T12:45:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",JACKSON,EAST FELICIANA,LA,30.711259,-91.282986,INCORRECT OPERATION,0.13,NA,0.13,0,NO,NO,NO,NA,0,0,0,15,0,2800,0,0,2815,0
20140081,2014,2014-02-09T05:25:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MUNGER,SAGINAW,MI,43.51946392,-83.81743089,NATURAL FORCE DAMAGE,17.97,NA,17,0.97,NO,NO,NO,0,0,0,5000,2435,0,10000,5000,0,22435,0
20140080,2014,2014-02-10T11:00:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,CHANNELVIEW,HARRIS,TX,29.819151,-95.154632,CORROSION,20,NA,20,0,NO,NO,YES,0,0,0,120000,0,0,400000,141000,0,661000,3550
20140084,2014,2014-02-12T07:15:00Z,32109,"ONEOK NGL PIPELINE, LLC",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",CARMEN,ALFALFA,OK,36.6093,-98.51248,MATERIAL/WELD/EQUIP FAILURE,321.5,0,0,321.5,NO,NO,YES,0,0,0,20,14950,0,250,0,0,15220,95
20140094,2014,2014-02-12T10:15:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,NA,WOOD,TX,32.83256,-95.48887,CORROSION,5,NA,5,0,NO,NO,NO,0,0,0,10000,200,0,20000,0,0,30200,0
20140086,2014,2014-02-12T14:00:00Z,4805,EXPLORER PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",HAMMOND,LAKE,IN,41.60766736,-87.43874523,MATERIAL/WELD/EQUIP FAILURE,0.2,NA,0.2,0,NO,NO,NO,0,0,0,250,15,0,0,500,0,765,0
20140090,2014,2014-02-12T14:05:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CLEVELAND,CUYAHOGA,OH,41.421858,-81.761444,NATURAL FORCE DAMAGE,7.14,NA,7.14,0,NO,NO,YES,0,0,0,42052,0,0,83474,74831,0,200357,934
20140093,2014,2014-02-13T13:26:00Z,32296,TARGA RESOURCES OPERATING LLC,ONSHORE,UNDERGROUND,CRUDE OIL,ALEXANDER,MCKENZIE,ND,47.96935,-103.62392,EXCAVATION DAMAGE,800,NA,800,0,NO,NO,YES,0,0,0,50000,0,10000,25000,0,800000,885000,2322
20140096,2014,2014-02-13T14:10:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,WALWORTH,WALWORTH,WI,42.53934,-88.6345,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0.24,0,NO,NO,NO,0,0,0,300,0,0,2200,0,0,2500,0
20140092,2014,2014-02-14T07:36:00Z,12628,MOBIL  PIPE  LINE COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,PATOKA,MARION,IL,38.776587,-89.084633,MATERIAL/WELD/EQUIP FAILURE,0.26,NA,0.26,0,NO,NO,NO,0,0,0,0,25,0,4000,1000,0,5025,0
20140095,2014,2014-02-14T09:00:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,TANK,CRUDE OIL,HERMLEIGH,SCURRY,TX,32.5374,-100.8358,CORROSION,10,NA,10,0,NO,NO,NO,0,0,0,27257,1000,0,2500,1500,0,32257,0
20140089,2014,2014-02-14T13:30:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",CREAL SPRINGS,WILLIAMSON,IL,37.643839,-88.878198,MATERIAL/WELD/EQUIP FAILURE,0.28,NA,0.28,0,NO,NO,NO,0,0,0,3500,36,0,300,2500,0,6336,0
20140078,2014,2014-02-15T10:00:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OLATHE,JOHNSON,KS,38.88144,-94.7452,NATURAL FORCE DAMAGE,7.3,NA,7.3,0,NO,NO,NO,0,0,0,90000,920,0,10000,113220,0,214140,0
20140100,2014,2014-02-16T07:00:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,BIOFUEL / ALTERNATIVE FUEL(INCLUDING ETHANOL BLENDS),AMARILLO,POTTER,TX,35.265278,-101.890833,INCORRECT OPERATION,3.5,NA,3.5,0,NO,NO,NO,0,0,0,0,400,0,0,600,0,1000,0
20140099,2014,2014-02-17T07:30:00Z,12470,MID - VALLEY PIPELINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,LIMA,ALLEN,OH,40.70825,-84.12206,MATERIAL/WELD/EQUIP FAILURE,0.17,NA,0.17,0,NO,NO,YES,0,0,0,1000,16,0,720,3400,0,5136,480
20140085,2014,2014-02-17T09:15:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",IOWA CITY,JOHNSON,IA,41.616693,-91.408465,NATURAL FORCE DAMAGE,2.5,237.5,0,2.5,NO,NO,NO,0,0,0,10000,150,0,0,0,0,10150,0
20140069,2014,2014-02-17T10:50:00Z,2339,CHEVRON PRODUCTS COMPANY - HAWAII,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KAPOLEI,HONOLULU,HI,21.31668,-158.09993,CORROSION,3,NA,3,0,NO,NO,YES,NA,0,0,14000,333,0,0,28000,0,42333,435
20140102,2014,2014-02-18T12:00:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,WHITE OAK,GREGG,TX,32.519797,-94.870959,MATERIAL/WELD/EQUIP FAILURE,0.48,NA,0,0.48,NO,NO,YES,0,0,0,5000,0,0,2000,0,0,7000,241740
20140087,2014,2014-02-18T18:20:00Z,32147,MARATHON PIPE LINE LLC,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",EDWARDSVILLE,MADISON,IL,38.863322,-89.958939,INCORRECT OPERATION,0.2,NA,0.2,0,NO,NO,YES,0,0,0,19000,24,0,0,0,0,19024,1255
20140103,2014,2014-02-19T06:18:00Z,31574,WESTERN REFINING PIPELINE COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,ORLA,REEVES,TX,31.8063,-103.81461,MATERIAL/WELD/EQUIP FAILURE,4,NA,2.5,1.5,NO,NO,YES,0,0,0,0,256,0,0,15652,0,15908,2
20140104,2014,2014-02-19T10:20:00Z,31570,TESORO HIGH PLAINS PIPELINE COMPANY LLC,ONSHORE,UNDERGROUND,CRUDE OIL,CARTWRIGHT,MCKENZIE,ND,47.78822,-103.97761,EXCAVATION DAMAGE,65,NA,65,0,NO,NO,YES,0,0,0,2800,200,0,69700,0,0,72700,80360
20140110,2014,2014-02-19T18:13:00Z,999,"PACIFIC COAST ENERGY COMPANY, LP",ONSHORE,UNDERGROUND,CRUDE OIL,LOS ANGELES,LOS ANGELES,CA,34.044058,-118.441362,CORROSION,15,NA,12,3,NO,NO,YES,0,0,0,175000,300,0,38000,19200,0,232500,0
20140106,2014,2014-02-20T11:00:00Z,32551,"BKEP PIPELINE, LLC",ONSHORE,TANK,CRUDE OIL,CUSHING,PAYNE,OK,36.00758,-96.75135,NATURAL FORCE DAMAGE,1.5,NA,1.5,0,NO,NO,NO,0,0,0,7949,0,0,10806,13862,0,32617,0
20140109,2014,2014-02-20T14:30:00Z,12470,MID - VALLEY PIPELINE CO,ONSHORE,ABOVEGROUND,CRUDE OIL,SAMARIA,MONROE,MI,41.806608,-83.601248,INCORRECT OPERATION,0.9,NA,0.9,0,NO,NO,NO,0,0,0,0,0,0,1720,0,0,1720,0
20140088,2014,2014-02-21T02:20:00Z,2552,COLONIAL PIPELINE CO,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",JACKSON,EAST FELICIANA,LA,30.71051,-91.28333,MATERIAL/WELD/EQUIP FAILURE,0.3,NA,0.3,0,NO,NO,YES,NA,0,0,50,35,0,2745,0,0,2830,253
20140111,2014,2014-02-21T08:00:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,HERMLEIGH,SCURRY,TX,32.53024,-100.83563,CORROSION,12,NA,12,0,NO,NO,NO,0,0,0,28776,1200,0,4000,0,0,33976,0
20140108,2014,2014-02-21T09:40:00Z,12624,MOBIL CORP,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",DAISETTA,LIBERTY,TX,30.1291,-94.63106,MATERIAL/WELD/EQUIP FAILURE,0.54,0,0,0.54,NO,NO,YES,0,0,0,22500,10000,0,0,0,0,32500,8668
20140105,2014,2014-02-21T10:30:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,LONGVIEW,GREGG,TX,32.48252,-94.84004,CORROSION,15,NA,10,5,NO,NO,NO,0,0,0,14120,494,0,13500,13771,0,41885,0
20140112,2014,2014-02-24T06:43:00Z,32551,"BKEP PIPELINE, LLC",ONSHORE,UNDERGROUND,CRUDE OIL,RURAL,GARVIN,OK,34.55747,-97.28468,CORROSION,5,NA,0,5,NO,NO,YES,0,0,0,500,500,1000,3000,10000,0,15000,257
20140101,2014,2014-02-24T07:00:00Z,39080,GLASS MOUNTAIN PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,LINCOLN,OK,35.93784934,-96.71795726,ALL OTHER CAUSES,30,NA,25,5,NO,NO,NA,0,0,0,0,500,0,10000,10000,0,20500,0
20140113,2014,2014-02-24T09:30:00Z,12470,MID - VALLEY PIPELINE CO,ONSHORE,TANK,CRUDE OIL,CLARKSON,GRAYSON,KY,37.462217,-86.225891,CORROSION,1,NA,1,0,NO,NO,NO,0,0,0,27000,0,0,17000,4200,0,48200,0
20140115,2014,2014-02-24T17:04:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,UNDERGROUND,CRUDE OIL,LONGVIEW,GREGG,TX,32.44166,-94.81077,CORROSION,20,NA,10,10,NO,NO,NO,0,0,0,10675,1489,0,21713,172594,0,206471,0
20140107,2014,2014-02-25T10:30:00Z,11169,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",ONSHORE,ABOVEGROUND,CRUDE OIL,GRIFFITH,LAKE,IN,41.52278,-87.45194,CORROSION,747.7,NA,747.7,0,NO,NO,YES,0,0,0,4670,0,0,932556,5598,0,942824,3114
20140114,2014,2014-02-26T14:10:00Z,32551,"BKEP PIPELINE, LLC",ONSHORE,UNDERGROUND,CRUDE OIL,NA,NA,OK,34.55773,-97.37179,CORROSION,1,NA,1,0,NO,NO,NA,0,0,0,15000,0,1000,3000,10000,0,29000,0
20140118,2014,2014-02-27T09:22:00Z,30829,ENTERPRISE CRUDE PIPELINE LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.950352,-96.7594,CORROSION,1.5,NA,1.5,0,NO,NO,YES,0,0,0,50000,150,0,0,1500,5000,56650,3383
20140091,2014,2014-02-28T14:30:00Z,31684,PHILLIPS 66 PIPELINE LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ST. LOUIS,ST. LOUIS,MO,38.501433,-90.298736,MATERIAL/WELD/EQUIP FAILURE,0.4,0,0,0.4,NO,NO,YES,0,0,0,140,75,0,0,0,0,215,431
20140117,2014,2014-03-02T08:45:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,CARNERAS,KERN,CA,35.5291888,-119.80777,MATERIAL/WELD/EQUIP FAILURE,238,NA,238,0,NO,NO,YES,0,0,0,15000,0,0,102000,0,0,117000,14733
20140120,2014,2014-03-02T10:54:00Z,18718,SUNOCO PIPELINE L.P.,ONSHORE,ABOVEGROUND,CRUDE OIL,CORSICANA,NAVARRO,TX,32.0711,-96.47409,MATERIAL/WELD/EQUIP FAILURE,3,NA,2.8,0.2,NO,NO,NO,0,0,0,400,60,0,3000,0,0,3460,0
20140124,2014,2014-03-02T13:00:00Z,31270,TRI-STATES NGL PIPELINE LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MOBILE,MOBILE,AL,30.390281,88.173136,MATERIAL/WELD/EQUIP FAILURE,3,1.64,0,3,NO,NO,NA,0,0,0,400,210,0,480,0,0,1090,0
20140116,2014,2014-03-02T13:15:00Z,31618,ENTERPRISE PRODUCTS OPERATING LLC,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",MONTGOMERY,MONTGOMERY,TX,30.383529,-95.724109,MATERIAL/WELD/EQUIP FAILURE,0.6,26.15,0,0.6,NO,NO,NO,0,0,0,1500,50,0,0,0,0,1550,0
20140123,2014,2014-03-03T07:30:00Z,22610,"MAGELLAN PIPELINE COMPANY, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MASON CITY,CERRO GORDO,IA,43.14017,-93.35353,MATERIAL/WELD/EQUIP FAILURE,0.4,NA,0.4,0,NO,NO,NA,NA,0,0,0,50,0,0,15000,0,15050,0
20140128,2014,2014-03-04T09:30:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",SCHERERVILLE,LAKE,IN,41.507105,-87.452478,MATERIAL/WELD/EQUIP FAILURE,0.12,NA,0.12,0,NO,NO,YES,0,0,0,3099,0,0,1177,0,0,4276,420
20140119,2014,2014-03-04T10:00:00Z,32283,"FRONT RANGE PIPELINE, LLC.",ONSHORE,ABOVEGROUND,CRUDE OIL,NA,NA,MT,47.30177,-110.7567,MATERIAL/WELD/EQUIP FAILURE,1.25,NA,1.25,0,NO,NO,NA,0,0,0,200,125,0,5947,0,0,6272,0
20140127,2014,2014-03-04T10:20:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",LIMA,ALLEN,OH,40.697102,-84.127323,MATERIAL/WELD/EQUIP FAILURE,0.71,NA,0.29,0.42,NO,NO,NA,NA,0,0,2500,120,3500,233702,3535,0,243357,0
20140077,2014,2014-03-04T22:30:00Z,31455,"CALUMET MONTANA REFINING, LLC",ONSHORE,ABOVEGROUND,CRUDE OIL,GREAT FALLS,CASCADE,MT,47.524128,-111.293911,MATERIAL/WELD/EQUIP FAILURE,1,NA,0,1,NO,NO,NA,0,0,0,100,100,0,500,500,0,1200,0
20140131,2014,2014-03-06T11:45:00Z,300,"PLAINS PIPELINE, L.P.",ONSHORE,ABOVEGROUND,CRUDE OIL,JAL,LEA COUNTY,NM,32.081667,-103.1811111,MATERIAL/WELD/EQUIP FAILURE,15,NA,15,0,NO,NO,YES,0,0,0,42000,300,0,2500,0,0,44800,407
20140130,2014,2014-03-06T15:24:00Z,31174,"SHELL PIPELINE CO., L.P.",ONSHORE,UNDERGROUND,CRUDE OIL,PORT NECHES,JEFFERSON,TX,29.97101,-93.942296,EXCAVATION DAMAGE,364,NA,364,0,NO,NO,YES,0,0,0,70000,0,0,1400000,1300000,0,2770000,5978
20140129,2014,2014-03-06T17:30:00Z,1845,"BUCKEYE PARTNERS, LP",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",KOUTS,PORTER,IN,41.311708,-87.006836,MATERIAL/WELD/EQUIP FAILURE,0.24,NA,0.24,0,NO,NO,NO,0,0,0,791,0,0,0,0,0,791,0
20140133,2014,2014-03-06T19:42:00Z,15774,NORTH DAKOTA PIPELINE COMPANY LLC,ONSHORE,ABOVEGROUND,CRUDE OIL,TRENTON,WILLIAMS,ND,48.112149,-103.778247,MATERIAL/WELD/EQUIP FAILURE,3,NA,3,0,NO,NO,YES,0,0,0,10000,300,0,17500,13500,0,41300,1443
20140135,2014,2014-03-07T15:45:00Z,32011,"HOLLY ENERGY PARTNERS - OPERATING, L.P.",ONSHORE,TANK,CRUDE OIL,CHEYENNE,LARAMIE,WY,41.126883,-104.791108,MATERIAL/WELD/EQUIP FAILURE,30,NA,29,1,NO,NO,YES,0,0,0,0,0,0,0,0,0,0,3795
20140132,2014,2014-03-09T12:00:00Z,31580,"MAGELLAN TERMINALS HOLDINGS, LP",ONSHORE,ABOVEGROUND,CRUDE OIL,CUSHING,PAYNE,OK,35.94603,-96.74797,INCORRECT OPERATION,1,NA,0.93,0.07,NO,NO,YES,0,0,0,200,300,0,1000,0,0,1500,235
